dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,4.583531,2.705219,0.084113,0.125957,0.099178,0.000000,6.247001
0.020000,4.586069,2.705127,0.086652,0.127940,0.099178,-0.000000,6.246667
0.020000,4.588646,2.705032,0.089231,0.129924,0.099178,0.000000,6.246374
0.020000,4.591262,2.704935,0.091849,0.131907,0.099178,0.000000,6.246122
0.020000,4.593918,2.704837,0.094507,0.133891,0.099178,-0.000000,6.245916
0.020000,4.596614,2.704736,0.097205,0.135875,0.099178,0.000000,6.245756
0.020000,4.599349,2.704633,0.099942,0.137858,0.099178,0.000000,6.245645
0.020000,4.602125,2.704529,0.102719,0.139842,0.099178,0.000000,6.245585
0.020000,4.604939,2.704423,0.105536,0.141825,0.099178,-0.000000,6.245578
0.020000,4.607794,2.704316,0.108392,0.143809,0.099178,0.000000,6.245627
0.020000,4.610687,2.704207,0.111288,0.145753,0.097195,-0.099178,6.245735
0.020000,4.613619,2.704098,0.114222,0.147657,0.095211,-0.099178,6.245902
0.020000,4.616589,2.703987,0.117194,0.149521,0.093228,-0.099178,6.246132
0.020000,4.619596,2.703876,0.120202,0.151346,0.091244,-0.099178,6.246427
0.020000,4.622638,2.703765,0.123247,0.153132,0.089261,-0.099178,6.246789
0.020000,4.625716,2.703653,0.126327,0.154877,0.087277,-0.099178,6.247220
0.020000,4.628829,2.703542,0.129442,0.156583,0.085294,-0.099178,6.247723
0.020000,4.631975,2.703431,0.132590,0.158249,0.083310,-0.099178,6.248299
0.020000,4.635155,2.703321,0.135771,0.159876,0.081326,-0.099178,6.248951
0.020000,4.638366,2.703213,0.138985,0.161463,0.079343,-0.099178,6.249681
0.020000,4.641609,2.703105,0.142229,0.163010,0.077359,-0.099178,6.250490
0.020000,4.644883,2.702999,0.145505,0.164517,0.075376,-0.099178,6.251382
0.020000,4.648186,2.702896,0.148810,0.165985,0.073392,-0.099178,6.252357
0.020000,4.651519,2.702795,0.152144,0.167413,0.071409,-0.099178,6.253418
0.020000,4.654879,2.702697,0.155506,0.168802,0.069425,-0.099178,6.254567
0.020000,4.658267,2.702602,0.158895,0.170151,0.067441,-0.099178,6.255805
0.020000,4.661682,2.702511,0.162312,0.171460,0.065458,-0.099178,6.257135
0.020000,4.665123,2.702423,0.165753,0.172729,0.063474,-0.099178,6.258557
